,id,y
3622,14622,0
3623,14623,0
3624,14624,0
3625,14625,4
3626,14626,5
3627,14627,4
3628,14628,2
3629,14629,2
3630,14630,0
3631,14631,0
3632,14632,5
3633,14633,6
3634,14634,4
3635,14635,0
3636,14636,6
3637,14637,0
3638,14638,2
3639,14639,6
3640,14640,2
3641,14641,2
3642,14642,6
3643,14643,2
3644,14644,0
3645,14645,6
3646,14646,6
3647,14647,0
3648,14648,3
3649,14649,6
3650,14650,0
3651,14651,6
3652,14652,6
3653,14653,6
3654,14654,5
3655,14655,3
3656,14656,6
3657,14657,6
3658,14658,0
3659,14659,5
3660,14660,5
3661,14661,0
3662,14662,5
3663,14663,0
3664,14664,2
3665,14665,6
3666,14666,0
3667,14667,0
3668,14668,5
3669,14669,3
3670,14670,2
3671,14671,6
3672,14672,3
3673,14673,0
3674,14674,5
3675,14675,6
3676,14676,0
3677,14677,6
3678,14678,6
3679,14679,3
3680,14680,6
3681,14681,1
3682,14682,2
3683,14683,0
3684,14684,5
3685,14685,5
3686,14686,6
3687,14687,1
3688,14688,1
3689,14689,4
3690,14690,5
3691,14691,2
3692,14692,5
3693,14693,6
3694,14694,6
3695,14695,0
3696,14696,0
3697,14697,5
3698,14698,0
3699,14699,4
3700,14700,6
3701,14701,1
3702,14702,1
3703,14703,1
3704,14704,3
3705,14705,0
3706,14706,0
3707,14707,2
3708,14708,4
3709,14709,6
3710,14710,0
3711,14711,0
3712,14712,6
3713,14713,6
3714,14714,6
3715,14715,6
3716,14716,5
3717,14717,6
3718,14718,2
3719,14719,6
3720,14720,1
3721,14721,0
3722,14722,0
3723,14723,0
3724,14724,6
3725,14725,6
3726,14726,5
3727,14727,5
3728,14728,5
3729,14729,6
3730,14730,5
3731,14731,5
3732,14732,3
3733,14733,5
3734,14734,6
3735,14735,5
3736,14736,2
3737,14737,3
3738,14738,6
3739,14739,6
3740,14740,3
3741,14741,0
3742,14742,0
3743,14743,3
3744,14744,3
3745,14745,0
3746,14746,5
3747,14747,6
3748,14748,6
3749,14749,6
3750,14750,4
3751,14751,6
3752,14752,6
3753,14753,6
3754,14754,5
3755,14755,5
3756,14756,5
3757,14757,0
3758,14758,1
3759,14759,6
3760,14760,6
3761,14761,3
3762,14762,5
3763,14763,6
3764,14764,5
3765,14765,3
3766,14766,0
3767,14767,6
3768,14768,6
3769,14769,6
3770,14770,5
3771,14771,6
3772,14772,6
3773,14773,2
3774,14774,4
3775,14775,6
3776,14776,6
3777,14777,0
3778,14778,0
3779,14779,6
3780,14780,5
3781,14781,0
3782,14782,6
3783,14783,6
3784,14784,3
3785,14785,4
3786,14786,0
3787,14787,4
3788,14788,6
3789,14789,6
3790,14790,6
3791,14791,6
3792,14792,6
3793,14793,6
3794,14794,6
3795,14795,6
3796,14796,6
3797,14797,6
3798,14798,6
3799,14799,0
3800,14800,2
3801,14801,6
3802,14802,6
3803,14803,5
3804,14804,6
3805,14805,6
3806,14806,0
3807,14807,6
3808,14808,2
3809,14809,4
3810,14810,6
3811,14811,0
3812,14812,6
3813,14813,2
3814,14814,2
3815,14815,6
3816,14816,4
3817,14817,6
3818,14818,6
3819,14819,3
3820,14820,0
3821,14821,5
3822,14822,5
3823,14823,5
3824,14824,0
3825,14825,2
3826,14826,6
3827,14827,6
3828,14828,5
3829,14829,6
3830,14830,2
3831,14831,2
3832,14832,0
3833,14833,6
3834,14834,0
3835,14835,2
3836,14836,5
3837,14837,6
3838,14838,6
3839,14839,5
3840,14840,2
3841,14841,5
3842,14842,0
3843,14843,1
3844,14844,2
3845,14845,5
3846,14846,5
3847,14847,0
3848,14848,6
3849,14849,6
3850,14850,5
3851,14851,6
3852,14852,0
3853,14853,6
3854,14854,0
3855,14855,0
3856,14856,2
3857,14857,1
3858,14858,5
3859,14859,0
3860,14860,2
3861,14861,6
3862,14862,2
3863,14863,2
3864,14864,5
3865,14865,2
3866,14866,6
3867,14867,2
3868,14868,0
3869,14869,2
3870,14870,0
3871,14871,2
3872,14872,2
3873,14873,5
3874,14874,5
3875,14875,2
3876,14876,2
3877,14877,0
3878,14878,0
3879,14879,0
3880,14880,2
3881,14881,5
3882,14882,2
3883,14883,6
3884,14884,0
3885,14885,2
3886,14886,5
3887,14887,4
3888,14888,4
3889,14889,4
3890,14890,1
3891,14891,4
3892,14892,0
3893,14893,4
3894,14894,0
3895,14895,2
3896,14896,2
3897,14897,1
3898,14898,6
3899,14899,4
3900,14900,3
3901,14901,2
3902,14902,4
3903,14903,1
3904,14904,1
3905,14905,1
3906,14906,0
3907,14907,6
3908,14908,2
3909,14909,0
3910,14910,3
3911,14911,3
3912,14912,0
3913,14913,0
3914,14914,0
3915,14915,2
3916,14916,2
3917,14917,1
3918,14918,5
3919,14919,2
3920,14920,2
3921,14921,2
3922,14922,2
3923,14923,1
3924,14924,1
3925,14925,1
3926,14926,2
3927,14927,2
3928,14928,2
3929,14929,4
3930,14930,6
3931,14931,4
3932,14932,2
3933,14933,2
3934,14934,2
3935,14935,6
3936,14936,6
3937,14937,6
3938,14938,0
3939,14939,6
3940,14940,1
3941,14941,6
3942,14942,0
3943,14943,6
3944,14944,0
3945,14945,4
3946,14946,2
3947,14947,3
3948,14948,4
3949,14949,0
3950,14950,3
3951,14951,2
3952,14952,2
3953,14953,0
3954,14954,2
3955,14955,2
3956,14956,1
3957,14957,0
3958,14958,2
3959,14959,6
3960,14960,2
3961,14961,1
3962,14962,3
3963,14963,4
3964,14964,4
3965,14965,1
3966,14966,3
3967,14967,0
3968,14968,4
3969,14969,0
3970,14970,3
3971,14971,1
3972,14972,0
3973,14973,4
3974,14974,5
3975,14975,4
3976,14976,2
3977,14977,3
3978,14978,0
3979,14979,6
3980,14980,2
3981,14981,0
3982,14982,4
3983,14983,1
3984,14984,0
3985,14985,1
3986,14986,2
3987,14987,4
3988,14988,1
3989,14989,2
3990,14990,1
3991,14991,2
3992,14992,4
3993,14993,2
3994,14994,2
3995,14995,2
3996,14996,4
3997,14997,2
3998,14998,2
3999,14999,0
4000,15000,0
4001,15001,0
4002,15002,2
4003,15003,4
4004,15004,2
4005,15005,1
4006,15006,2
4007,15007,3
4008,15008,0
4009,15009,0
4010,15010,2
4011,15011,4
4012,15012,1
4013,15013,0
4014,15014,6
4015,15015,6
4016,15016,1
4017,15017,1
4018,15018,6
4019,15019,3
4020,15020,1
4021,15021,6
4022,15022,6
4023,15023,6
4024,15024,6
4025,15025,6
4026,15026,0
4027,15027,4
4028,15028,4
4029,15029,6
4030,15030,1
4031,15031,5
4032,15032,4
4033,15033,6
4034,15034,5
4035,15035,5
4036,15036,6
4037,15037,5
4038,15038,6
4039,15039,6
4040,15040,5
4041,15041,2
4042,15042,6
4043,15043,4
4044,15044,6
4045,15045,5
4046,15046,5
4047,15047,6
4048,15048,4
4049,15049,4
4050,15050,0
4051,15051,0
4052,15052,0
4053,15053,0
4054,15054,4
4055,15055,2
4056,15056,6
4057,15057,2
4058,15058,2
4059,15059,2
4060,15060,6
4061,15061,6
4062,15062,2
4063,15063,2
4064,15064,2
4065,15065,5
4066,15066,0
4067,15067,6
4068,15068,2
4069,15069,6
4070,15070,1
4071,15071,1
4072,15072,5
4073,15073,2
4074,15074,2
4075,15075,3
4076,15076,6
4077,15077,2
4078,15078,6
4079,15079,1
4080,15080,1
4081,15081,2
4082,15082,0
4083,15083,2
4084,15084,0
4085,15085,0
4086,15086,2
4087,15087,0
4088,15088,1
4089,15089,6
4090,15090,2
4091,15091,1
4092,15092,6
4093,15093,2
4094,15094,2
4095,15095,2
4096,15096,1
4097,15097,1
4098,15098,6
4099,15099,6
4100,15100,6
4101,15101,0
4102,15102,5
4103,15103,0
4104,15104,5
4105,15105,1
4106,15106,5
4107,15107,5
4108,15108,0
4109,15109,2
4110,15110,2
4111,15111,4
4112,15112,0
4113,15113,5
4114,15114,5
4115,15115,5
4116,15116,6
4117,15117,3
4118,15118,6
4119,15119,6
